indice,titulo,identificador,estado_metadatos,cant_errores,cant_distribuciones
0,Prónostico del Tiempo a 5 días,1,OK,0,1
1,Datos meteorológicos horarios,2,OK,0,1
2,Estado del Tiempo presente,3,OK,0,1
3,Observaciones diarias de Temperaturas Extremas,4,OK,0,1
4,Registro de Temperatura (365 días),5,OK,0,1
5,Alertas Meteorológicas (365 días),6,OK,0,1
6,Radiación Solar,7,OK,0,1
7,Estadísticas Climáticas Normales,8,ERROR,1,1
8,Listado de Estaciones Meteorológicas del SMN,9,OK,0,1
