indice,titulo,identificador,estado_metadatos,cant_errores,cant_distribuciones
210,Índice de precios implícitos de la Oferta y Demanda Globales. Base 2004,eb727d1a-2001-40b3-b399-a4ee4ee29cee,ERROR,1,2
211,Índice de precios implícitos de la Oferta y Demanda Globales. Base 1993,ad6bd31a-a0a0-4ff5-a1f9-ed758f554176,ERROR,1,2
212,Índice de precios implícitos del Valor Agregado Bruto. Base 2004,9bdac374-bf0b-4b53-bfb3-4f0e84f98c07,ERROR,1,2
213,Índice de precios implícitos del Valor Agregado Bruto. Base 1993,d2b1b9d0-d3ad-4773-a8f3-91894346dce1,ERROR,1,2
214,Encuesta industrial revisada. Índice de Salario por Obrero (ISO).  Base 1997,5a3e56c7-0868-4416-ae41-3ed4853c17bb,ERROR,1,2
215,Encuesta industrial revisada. Índices de Horas trabajadas (IHT).  Base 1997,3e39b85d-d874-4d4e-955e-f8b308ce3c99,ERROR,1,2
216,Encuesta industrial revisada. Índices de Obreros Ocupados (IOO).  Base 1997,9f569fc5-be5d-4b85-9454-ace5f92e3d99,ERROR,1,2
217,Encuesta industrial. Índice de Salario por Obrero (ISO).  Base 1997,32b849a0-d282-4876-b334-69f10689e742,ERROR,1,2
218,Encuesta industrial. Índices de Horas trabajadas (IHT).  Base 1997,360d693d-8048-43d6-b282-5163fa449cc5,ERROR,1,2
219,Encuesta industrial. Índices de Obreros Ocupados (IOO).  Base 1997,0e1b6273-8785-49df-8717-0ec30cbcce55,ERROR,1,2
220,Encuesta industrial. Índice de Volumen Físico (IVF).  Base 1997,7b6ad550-6095-451d-a66e-d8eb10d295cd,ERROR,1,2
221,Estimados Mensual Industrial (EMI). Variaciones interanuales. Base 2004,a55c4fc8-5240-4578-a107-0027d79e7d8b,ERROR,1,1
222,Estimados Mensual Industrial (EMI). Índice. Base 2012,5a007067-168b-4a58-9260-faa4a22e6823,ERROR,1,3
223,Estimados Mensual Industrial (EMI). Índice. Base 2004,bfe97609-2e99-4925-ab6d-c4f6da3f2fd5,ERROR,1,3
224,Estimador Mensual de Actividad Económica (EMAE). Base 2004,c45b7327-847c-4dcb-bcc2-0049712fd487,ERROR,1,3
225,Estimador Mensual de Actividad Económica (EMAE). Base 1993,23c6bcd0-56d4-4481-b501-55d6492db482,ERROR,1,3
226,"Producto Interno Bruto en dólares, Producto Interno Bruto per cápita y población",cf41200a-6988-4396-ac0c-d1ccfe594924,ERROR,1,2
227,Producto Interno Bruto a Precios de Mercado. Precios corrientes. Base 2004,720fca12-0e26-4a3d-819a-2a4f8dc10071,ERROR,1,2
228,Producto Interno Bruto a Precios de Mercado. Precios corrientes. Base 1993,7a1d82dd-4f10-4c90-98ae-3b81efe910fe,ERROR,1,2
229,Producto Interno Bruto a Precios de Mercado. Precios constantes. Base 2004,f6e5064d-bbfc-4662-9d4c-5f09ceb5a9fb,ERROR,1,2
230,Producto Interno Bruto a Precios de Mercado. Precios constantes. Base 1993,156e7d47-8faf-4d9c-94f4-e082c81f2046,ERROR,1,2
231,Oferta y Demanda Globales. Base 2004,84546830-cb0b-4655-8337-b3e8eb464b81,ERROR,1,4
232,Oferta y Demanda Globales. Datos desestacionalizados. Base 2004,b5532163-10c6-4052-968b-8bf9bc6c44af,ERROR,1,2
233,Oferta y Demanda Globales. Base 1993,0d7894d8-02ae-48eb-a227-3ca934488bb6,ERROR,1,4
234,Oferta y Demanda Globales. Datos desestacionalizados. Base 1993,8993dc83-7305-4a68-b0e6-0d80e76a4151,ERROR,1,2
235,Registro de Audiencias,b02fee4e-9727-4864-bb8a-8a8e736d53f6,ERROR,1,3
236,Internos del Servicio Penitenciario Federal - SPF,8cfd1109-e7a4-4685-9226-cc8c4e61e038,ERROR,1,42
237,Sistema de Consulta Nacional de Rebeldías y Capturas - Co.Na.R.C.,dcde06ea-006c-42c7-967e-b00c1a106942,ERROR,1,1
238,Indicadores Sectoriales de Pesca Marítima,5c6da512-7e98-4b54-81e0-5c58e8357452,ERROR,1,1
239,Indicadores Sectoriales de Manzana y Pera,dff3e0a0-184e-42a1-b7c9-f6c7028bd2b8,ERROR,1,1
240,Indicadores Sectoriales de Lácteos,791bf499-89cd-40f0-936e-aaecbcb1ccb2,ERROR,1,1
241,Indicadores Sectoriales de la Industria Farmaceútica,6a02bd61-f25e-42d3-99d7-6ea577a42061,ERROR,1,1
242,Indicadores Sectoriales Forestales,f443d25a-43dd-4ebf-bdad-e6cf9c0fce8d,ERROR,1,1
243,Indicadores Sectoriales de Vitivinicultura,0d050ef4-6726-47c3-8c9b-9b2f351f570e,ERROR,1,1
244,Indicadores Sectoriales de Servicios Turísticos,d2b12510-806c-48db-a70e-1dd7f74ac8e9,ERROR,1,1
245,Indicadores Sectoriales de Maquinaria Agrícola,1f85df8d-00d5-44da-8ec0-a02e384b68ab,ERROR,1,1
246,Indicadores Sectoriales de Hidrocarburos,9456de5a-1841-44b3-abbc-b93b949d3ff6,ERROR,1,1
247,Indicadores Sectoriales de Carne Aviar,23d312fc-9649-4893-9a74-7cee3ab71216,ERROR,1,1
248,Indicadores Sectoriales Automotriz,298c2ea1-d73f-4389-bebf-790a85df68b0,ERROR,1,1
249,Indicadores Sectoriales de Azúcar,3eaa265d-1f8d-4351-931a-4baa8d06e178,ERROR,1,1
250,Indicadores Sectoriales de la Minería Metalífera,0cfee573-927a-4768-a3c8-a321f1035460,ERROR,1,1
251,Asignación Universal por Hijo,7b749b33-db98-485f-9176-1651c53801ce,ERROR,1,1
252,Estimaciones agrícolas,d55eba19-0bfe-49c8-a19b-5214830f9ba4,ERROR,1,1
253,Siembra directa según el Censo Nacional Agropecuario 2002,755c8d63-13eb-4d6b-a734-6aa8cab04662,ERROR,1,2
254,Reservas de agua en el suelo por cultivo,aabc006f-76eb-40b2-999e-bace96328313,ERROR,1,3
255,Probabilidad de exceso hídrico,a883f649-91d2-486d-910c-d54bd4cd5670,ERROR,1,2
256,Probabilidad de déficit hídrico,c40c313a-f1a6-4d2e-9344-b1e3eb9cb060,ERROR,1,2
257,Puntos de conexión al Plan Federal de Internet,bab52380-e3d3-48e9-b782-f74209566f68,ERROR,1,3
258,Futuros puntos de conexión al Plan Federal de Internet,cac85f45-7507-413a-a328-1bfb224ce2ce,ERROR,1,3
259,Solicitudes de Autorización de Portación de Armas de Fuego,5c907972-9292-4ec3-9456-02614667a8b5,ERROR,1,25
260,Solicitudes de Condición de Legítimo Usuario de Armas de Fuego,574d91d1-1d27-425e-9762-e8442b9f63d4,ERROR,1,25
261,"Registro, sistematización y seguimiento de femicidios y homicidios agravados por el género",3d5ff734-e6ec-441f-8d6d-76d2338cb50f,ERROR,1,5
262,Registro de viajes fincianciados por terceros,202017b0-6dbd-49c6-ae7d-9c38c5c2bd9d,ERROR,1,1
263,Registro de obsequios a funcionarios públicos,ae7d78de-8aab-4de4-9c69-b427dc3c4ff1,ERROR,1,1
264,Bienes secuestrados y decomisados durante el proceso penal,ea92b021-1dd3-40c7-a3f5-df99859ce68d,ERROR,1,5
265,Asignación Salarial de las Autoridades Superiores del Poder Ejecutivo Nacional,431381cc-3c5b-49ba-bf77-47bf658cd640,ERROR,2,2
266,Stock de Inversión Extranjera Directa por país primer nivel de residencia - BCRA,7736b51d-a075-4315-8e3a-a1a5abc7b1f4,ERROR,1,1
267,Ingreso de la inversión extranjera directa por sector - BCRA,53ea0e6f-99fa-4771-8859-95148c7d99a9,ERROR,1,1
268,Stock de Inversión Extranjera Directa por sector - BCRA,0a1d0e72-a5f4-4b89-b6ca-db18ec3a0236,ERROR,1,1
269,Ingreso de la inversión extranjera directa - BCRA,a888eef3-309c-40b5-a959-7033aece1c69,ERROR,1,1
270,Deuda externa privada - BCRA,73a86e00-6ae1-4a1f-a9ec-908c730b41e5,ERROR,1,1
271,Stock de Inversión Extranjera Directa - BCRA,927d1639-ede2-4a8f-bacc-241dad408906,ERROR,1,1
272,Brasil Salario medio real,ec2c46e0-50d8-43e7-b1bd-18142fa70b29,ERROR,1,1
273,"Brasil Actividad económica, industrial y producción automotriz",99895be5-b6d9-4a8e-b325-4c600b96b415,ERROR,1,1
274,Lebac mercado secundario,ad796eb8-3b98-42cc-b3f9-25ca2ebb7d07,ERROR,1,1
275,Activos y pasivos del Banco Central de la Republica Argentina,dc127e6b-94bd-4e29-b516-adfe5661b0eb,ERROR,1,2
276,Índice de Precios al Consumidor de la Provincia de San Luis. Base oct 2005 = 100,69ae8f5e-59b8-4fad-aea3-edecd2d22689,ERROR,1,1
277,Índice de Precios al Consumidor de la Provincia de Córdoba. Base 2014 = 100,37a9043f-d77d-49b2-93cc-dee4b6f29e34,ERROR,1,1
278,Índice de Precios al Consumidor de la Ciudad de Buenos Aires. Nivel general y principales aperturas,d49a7d58-c0cb-4693-8d27-b4cea44e148c,ERROR,1,1
279,Política de Ingresos. Asignación Universal Por Hijo para la Protección Social y por Embarazo. BESS-MTESS,e9bc758d-ceb1-44ee-b7e6-99730ec2d668,ERROR,1,1
280,Política de Ingresos. Prestaciones de la seguridad social. BESS-MTESS,72a48509-e550-429c-800d-065d625cc5ae,ERROR,1,1
281,"Gasto Público del Gobierno Nacional en Política de Ingresos, por programa. Devengado mensual en pesos corrientes",4a92e627-edea-47d1-aae1-9d1428f76717,ERROR,1,1
282,Cobros y pagos por tipo de servicio - Balance Cambiario,9703a682-fe8b-4f12-a98c-bcead5e7a775,ERROR,1,1
283,Cobros y pagos por bienes por modalidad de pago - Balance Cambiario,5a09e172-082e-42de-afa2-f9f451628f48,ERROR,1,1
284,Exportaciones e importaciones por Intensidad tecnológica,c6e69c65-901a-47a1-8228-3b3d149e0b6c,ERROR,1,1
285,Indices Bursátiles Argentina. Desagregación sectorial,3f58360d-597e-4bdd-99c9-ecdeab826a43,ERROR,1,1
286,Títulos Públicos de Deuda,f6eef05d-1be1-4668-a4f1-b5cd9ddd34b5,ERROR,1,1
287,Índice de Precios al Consumidor GBA - Base 1988,da7bf940-6b0f-4eee-8a93-25ee7ea45764,ERROR,1,1
288,Financiamiento privado en mercado de capitales,2b7e187e-b82c-4577-a37d-619a1b7e12f1,ERROR,1,1
289,Deuda externa bruta por sector residente,15bf9c15-8214-4644-9d26-c123368920f4,ERROR,1,1
290,Indicadores de evolución del sector agropecuario,e26fbeaa-4d0a-41e9-94d5-b4df35ebe324,ERROR,1,2
291,Renuncias de magistrados de la Justicia Federal y de la Justicia Nacional,c001e053-870d-4af8-80f9-9915da7368be,ERROR,1,8
292,Magistrados de la Justicia Federal y de la Justicia Nacional,7d8e2041-b8f9-494f-9532-64111af4eaaa,ERROR,1,8
293,Designaciones de magistrados de la Justicia Federal y de la Justicia Nacional,ae2d7c35-b376-4cd0-844e-727568891f7f,ERROR,1,8
294,Numeración no geográfica,2305f6a6-12bb-4b06-aa77-285776da5d6a,ERROR,1,3
295,Numeración geográfica,6a494901-034f-40a9-92c3-67775b40db3a,ERROR,1,3
296,Asignación presupuestaria para construcción de obras para tratamientos de residuos,e9425d9a-7244-4cfd-a999-630b0b41c9b6,ERROR,1,1
297,Montos pagados por la Ley 25.080 / 26.432 para la actividad plantación,19d85e1c-d89b-4c40-8ed4-4156b056a5c4,ERROR,1,1
298,Diccionario Panamericano OIMA - Región Cono Sur,1bcc39ac-3d16-4fa5-9686-03cb1dc6225d,ERROR,1,1
299,Listado de Personal,5000a0c4-1674-4686-a441-3f6bca2ab672,ERROR,1,3
300,Personal por Gerencia,6b3b25d5-213c-4fb8-bd47-6cc7a1821876,ERROR,1,3
301,Promedios de edad y antigüedad del personal,02b34cbc-4dac-4331-94fa-c99c7602a4ca,ERROR,1,3
302,Escuelas de próxima conexión,4594b3eb-4885-4ae8-bf0c-3310e8cd68ed,ERROR,1,3
303,Escuelas conectadas,21f94e87-5681-4b75-92d6-be6018f57b23,ERROR,1,3
304,Inventario nacional de plantaciones forestales por volumen,731ba110-8cf6-461b-a556-ef210bc9dfd7,ERROR,1,1
305,Importaciones de azúcar,9a52aaff-a06a-4719-8078-9a94e59da3c4,ERROR,1,1
306,Exportaciones de azúcar,060a670b-2b13-4ec5-8d44-43de569ab631,ERROR,1,1
307,Inventario nacional de plantaciones forestales por superficie,2c84818a-d098-4833-9332-740e74e8a92f,ERROR,1,1
308,Datos de uso de la plataforma,fe98fcd6-0702-4322-a0f0-6723be2a6f30,ERROR,1,3
309,Licitaciones,f0f2c2c3-6676-4037-aef8-cee0333f69a7,ERROR,1,3
310,Listado de radioclubes,da0bcfca-0b23-4e6d-932b-bf91754f9152,ERROR,1,3
311,Licenciatarios TIC,53361de3-b7f9-4c51-b227-a7f0f6e1a7ec,ERROR,1,3
312,Padrón de operadores autorizados para la venta de combustibles líquidos,9b4f7900-d521-4d14-a5a7-9ab3622c58a4,ERROR,1,1
313,Producción de Petróleo y Gas,538f6ca5-205f-4e6f-8230-1588688ae777,ERROR,1,15
314,Producción de petróleo y gas por pozo (Capítulo IV),188a9600-c0f5-48f9-bdb0-b4a60b1d3743,ERROR,1,15
315,Precios en Surtidor - Resolución 314/2016,f2456f93-7919-4b8e-83ab-ddc9c4586da5,ERROR,1,3
316,Precios EESS - Resolución 1104/04,9a7bcba1-3603-451a-940a-0017c25c3955,ERROR,1,14
317,Precios de biodiesel,95ceb8d1-ae9b-4ae0-b9f3-97dc56206e9c,ERROR,1,1
318,Precios de bioetanol,378b7db5-3964-42ef-a163-3ba510bca2e3,ERROR,1,2
319,Padrón según Resolución 1104/2004,b51d4697-161f-4e11-ac7a-728b25b9aac0,ERROR,1,3
320,Estadísticas de biodiesel y bioetanol,9a84f05d-97a5-4506-8e67-70ad50d815a9,ERROR,1,6
321,"Registro, sistematización y seguimiento de hechos de violencia institucional",ba3ed6d7-e416-488e-8017-52c30284ae73,ERROR,1,2
322,Selección de magistrados del Poder Judicial y el Ministerio Público de la Nación,600efd32-8930-4328-9edc-480ac529db6b,ERROR,1,8
323,Listado de mediaciones prejudiciales y judiciales. Ley 26.589,4fcb30db-dbcc-44f2-aeb8-d7f36d052373,ERROR,1,6
324,Listado de mediadores,9b54499e-348b-4165-a4f1-9bdc857dbbb3,ERROR,1,6
325,Estadística de mediaciones prejudiciales y judiciales,857a0c15-188a-41c9-b32a-9f1334bc947e,ERROR,1,6
326,Estadística de trámites de motovehículos,2f85fe0d-d699-425d-bcc6-ba1cb1e12d75,ERROR,1,6
327,Estadística de trámites de maquinarias,8d053a24-f9b6-4d14-97fe-e59859eee6a4,ERROR,1,6
328,Estadística de trámites de automotores,55fa8854-f28d-45ba-bc6c-675af081eae5,ERROR,1,6
329,Entidades constituidas en la Inspección General de Justicia,5f45b863-31e5-4e10-904b-e0169d334c75,ERROR,1,70
330,Declaraciones Juradas Patrimoniales Integrales de carácter público,494709b5-1131-4eb9-b940-9d6b1ea91c05,ERROR,1,10
331,Curriculums Vitae de magistrados para cubrir vacantes en el Poder Judicial y el Ministerio Público,2ace17af-cedb-42c4-95bc-b3e7812725b7,ERROR,1,8
332,Base SAIJ de Normativa Provincial,928c2d2a-12c8-4aed-afd0-c48f62e3c0d5,ERROR,1,1
333,Base Infoleg de Normativa Nacional,9016d450-7057-466e-aea2-800104aa0fa9,ERROR,1,3
334,Industrias forestales,0efcf59c-55be-430b-ad88-32d5b6df0c30,ERROR,1,4
335,Declaraciones Juradas Patrimoniales - Directorio y Gerentes,6c9a7036-e7c1-4045-9954-7df3d69045ea,ERROR,1,3
336,Kilómetros de fibra óptica previstos y localidades contempladas por provincia,bc840bf6-e18a-44d1-957c-fda3a27288fa,ERROR,1,3
337,Datos del área de cobertura en Banda KU del satélite ARSAT-2 en América del Sur,1868aff0-79e9-407f-94cb-e860afa19e22,ERROR,1,3
338,Datos del área de cobertura de la Banda C del satélite ARSAT-2 en América,bfc10796-f3bf-4b7b-be58-0358da72ee00,ERROR,1,3
339,Datos del área de cobertura de la Banda KU del satélite ARSAT-2 en Norteamérica,9de1b15c-a209-45cf-a95d-b5d05e105c03,ERROR,1,3
340,Ejecuciones Presupuestarias 2016,f3804421-2956-4303-8a69-69644a4d32a4,ERROR,1,3
341,Coordenadas de la red de fibra óptica en servicio,f6dfaa78-32a2-4301-99fe-2d1cda4d1272,ERROR,1,3
342,Fibra óptica tendida,49dd7e23-48a4-4997-bcf5-1de88e39e462,ERROR,1,3
343,Datos de las estaciones transmisoras,de0f90d5-fc96-471c-9730-386a7ca8ed68,ERROR,1,3
344,Datos de las estaciones de transmisión en construcción o planificadas,41ac192d-682c-463b-aa43-5ffa83ec0d0e,ERROR,1,3
345,Fibra óptica en obra,9c906a5c-1c37-4067-b9d3-3d11b673984d,ERROR,1,3
346,Fibra óptica planificada,3d8581d4-b8ce-40fc-a17e-039c5e60090e,ERROR,1,3
347,Fibra óptica de la empresa Transener,bfd73e76-492f-4358-aac8-693e557913fe,ERROR,1,3
348,Áreas de cobertura de la televisión digital abierta,4caea850-9ded-461e-9bec-f5e60132716f,ERROR,1,3
349,Categorías y escalas salariales,31e6d758-9bde-4183-92b9-c7e31689bd36,ERROR,1,3
350,Honorarios de Directores,7b6e1682-cb46-45f1-b221-470214130c6a,ERROR,1,3
351,Listado de Proveedores,7fc6ddc7-3c28-44f2-adc6-c9c371b7abfe,ERROR,1,3
352,Listado de estaciones repetidoras,bddacb5a-6169-4a0b-8378-520b19c6b3dc,ERROR,1,3
353,Homologación de equipos inscriptos,828ce0b8-c37e-43c7-a03d-001f3d0e6a3d,ERROR,1,3
354,Homologación de empresas inscriptas,99d919da-e1fd-4253-9fc8-de824b6b4745,ERROR,1,3
355,Registro de Proveedores Postales,16b344d8-ddee-42ac-8fda-619089e84e7a,ERROR,1,3
356,Listado de Radioaficionados,b68aa851-6627-48d3-b778-795a0d64817e,ERROR,1,3
357,Total nacional de accesos a Internet fijo por tipo de tecnología,fd72c0b9-e88b-4b7f-94a5-dd551250c0a6,ERROR,1,3
358,Personal ocupado por trimestre en el correo oficial y en operadores privados,cd07bf29-f6e1-4627-accb-3ee2bf7b0073,ERROR,1,3
359,Penetración nacional del Internet fijo,6ef2cf41-b847-4aad-b46b-aedcce7581f7,ERROR,1,3
360,Conectividad al servicio de Internet,672add0f-1f4f-4c6a-84cc-cf21a6b7d577,ERROR,1,3
361,Total nacional de accesos a Internet fijo por banda ancha y banda angosta,666f557f-4c90-47f6-b6e2-1f6c025badbe,ERROR,1,3
362,Penetración del Internet fijo por provincia (accesos por cada 100 habitantes),3716fbb1-c079-4fba-96e8-ad39e2a188af,ERROR,1,3
363,Ingresos por la operación del servicio de Internet fijo,7867ac3c-434f-4f2f-93b2-c9f30ac59d11,ERROR,1,3
364,Número de SMS enviados,33dedc01-f3d1-4440-9c78-00378ae61785,ERROR,1,3
365,Total nacional de accesos a telefonía móvil,23a94522-df04-4865-b8c0-fa395b311786,ERROR,1,3
366,Penetración nacional de la telefonía móvil (accesos por cada 100 habitantes),33987721-a57d-40d7-bde8-e7afd32b5d1d,ERROR,1,3
367,Ingresos trimestrales por la prestación del servicio de telefonía móvil,931742c4-feb7-4970-b192-5435b9277fb2,ERROR,1,3
368,Total nacional de accesos a televisión por suscripción y televisión satelital,6580acf8-ada6-4766-91f4-eacff7bc02b7,ERROR,1,3
369,Penetración total nacional de la televisión por suscripción y satelital,06c06e5f-4466-4fc5-bdfb-02498a83c985,ERROR,1,3
370,Ingresos trimestrales por la prestación de los servicios de televisión,cb5af4c6-12d4-4445-b87c-b89ecfaee360,ERROR,1,3
371,Total nacional de accesos a telefonía fija,36b43c7d-7dde-4859-9ae1-cbc576249fc1,ERROR,1,3
372,Penetración total nacional de la telefonía fija por trimestre,616e3e97-0719-45ea-876e-0ad6dfc88efa,ERROR,1,3
373,Ingresos trimestrales por la prestación del servicio de telefonía fija,26fb553c-5f8b-4891-9d8a-0d95680345f2,ERROR,1,3
374,Accesos de televisión por suscripción por provincia,39793c0f-53e3-4390-8f80-2d5f40755303,ERROR,1,3
375,Denuncias mensuales recibidas,8eb8cdf7-4c76-4f5f-85fb-bc78be5c86c6,ERROR,1,3
376,Reclamos por operador y motivo de reclamo,d3d16fca-d76c-4e12-89ea-83cb0c6891f6,ERROR,1,3
377,Reclamos mensuales por tipo de servicio,253d0abb-84bf-4194-83dd-2e493246e919,ERROR,1,3
378,Reclamos mensuales recibidos por motivo de reclamo,45addd23-3e37-4f52-a9bd-1366af507467,ERROR,1,3
379,Series de precios de productos forestales,69f5df1f-ac72-4f8c-adff-e1411da88e49,ERROR,1,2
380,Molienda de granos,4a948323-d9ad-455e-b606-bd49b4ce3822,ERROR,1,1
381,Registro Nacional de Productores Apícolas,5c6d964c-10c4-46fc-be94-c253218c170b,ERROR,1,2
382,Métodos de riego según el Censo Nacional Agropecuario 2002,de2a2dca-267b-4166-9c41-0bd03d716a04,ERROR,1,2
383,Regímenes de tenencia de tierra según el Censo Nacional Agropecuario 2002,dfcc5cd5-dd8e-418f-896c-28980ad0fa69,ERROR,1,2
384,Establecimientos a nivel departamental vinculados a la actividad vitivinícola de acuerdo al INV,1e1835ed-1b7e-4bdd-bf9d-585bcd0ddf3f,ERROR,1,2
385,Warrants de azúcar,aadded42-1bea-4008-ac9b-4f2573917ae4,ERROR,1,1
386,Métodos de labranza según Censo Nacional Agropecuario 2002,2c640a8e-a4ca-4a85-bd1b-239521762508,ERROR,1,2
387,Existencias lácteas del período comprendido entre los años 1998  y  2008,49b33412-f34f-48fa-af2e-d90e51279e00,ERROR,1,1
388,Elaboración de productos lácteos,c306e578-5592-4669-9850-bfabd540c058,ERROR,1,3
389,Existencias lácteas en litros equivalentes,ddda02a8-c35c-46e0-9be6-03ec48ebc9c3,ERROR,1,2
390,Producción de leche a nivel nacional,a5384f5b-3882-44b1-9d7e-14cd90d0b298,ERROR,1,2
391,Series de precios de productos forestales discontinuado,45ba44f4-b302-48ce-9c43-4ce1b7a0b89d,ERROR,1,2
392,Existencia de ciervo colorado,6526958f-3fed-4a72-8f09-655b2d21cdba,ERROR,1,2
393,Destino de producción de la leche,18e25021-756e-410a-8fdf-fac3d5ea6f36,ERROR,1,3
394,Estimación del consumo de productos lácteos,682c0bae-5219-495a-b5f7-ede8655fedaf,ERROR,1,2
395,Extracciones forestales,1b771345-8129-43b4-b5c5-588308b76c62,ERROR,1,2
396,Superficie nacional fiscalizada por especies,96b00eb7-99b1-40d0-945f-2c4d40df67b6,ERROR,1,3
397,Producción nacional fiscalizada por especies registrada en el INASE,628fd07b-9140-4faf-9eab-5db701270b9e,ERROR,1,3
398,Establecimientos vigentes inscriptos en el RNCyF de Semillas,e00316e9-b84c-445e-9ccb-f2f2c379e809,ERROR,1,3
399,Superficie nacional fiscalizada por especie y ubicación registrada en el INASE,f72262cd-7f90-4717-96fc-f7f107488d5b,ERROR,1,3
400,Catálogo nacional de cultivares registrados en el RNC y RNPC,abf7058b-c8f9-4960-8947-5721b1e815c2,ERROR,1,3
401,Padrón de operadores orgánicos certificados,a544488d-7e38-4bd5-912f-3b348552f8f5,ERROR,1,1
402,Precio promedio del litro de leche pagado al productor,f47fa050-0ee1-4060-8b84-99240297b03b,ERROR,1,1
403,Indicadores mensuales del sector bovino,38e5949f-d4bb-4a21-8904-4f5eadd34f77,ERROR,1,1
404,Indicadores anuales del sector bovino,88d5e08e-d818-43b6-b681-08f9d47eb66b,ERROR,1,1
405,"Ley 25.080, superficie forestal promocionada",d85dbfbd-8cd0-48a1-bfc9-f43920de2236,ERROR,1,1
406,Tasa de ruralidad por radio censal,9992f922-dc1e-4d5d-a0cb-d03c4d090681,ERROR,1,2
407,Series de precios de recursos forestales,96ddc33c-5fb8-4145-8b83-acf0e3a2eb5d,ERROR,1,2
408,Censo de aserraderos,fdb74132-8ce4-40ab-99e6-90940984cc52,ERROR,1,2
409,Superficie afectada por incendios forestales en el país,e500c85a-92f6-46cc-bf96-2865774b74e1,ERROR,1,1
410,"Explotaciones agropecuarias según el Censo Nacional Agropecuario de los años 1988, 2002 y 2008",cb01e22c-9a4b-4d72-9532-37dc4124b8e7,ERROR,1,6
411,Uso de suelo según Censo Nacional Agropecuario 2002,30e6ade8-6791-4b2f-b66d-b43ddd57fdc7,ERROR,1,2
412,Producción nacional fiscalizada por especies y ubicación registrada en el INASE,7bfd4c10-91d9-4d4c-8bf6-f1abb60377d0,ERROR,1,3
413,Precio promedio diario internacional de azúcar,85e82bbd-5e39-42db-9d80-97d38e8926b8,ERROR,1,2
414,Empresas vigentes inscriptas en el RNCyF de Semillas,ec38a97f-6621-48fa-b2db-70e68c6d04d7,ERROR,1,2
415,Precio promedio por kg de sólidos útiles pagados al productor,7bf95a71-5a8f-4f47-a9c7-c1f768844faf,ERROR,1,1
416,Centros de acopio de granos,3305f064-ce7a-40fb-ade0-ae698c7c8b0a,ERROR,1,2
417,Producción de Petróleo desde 1950,86747615-0b96-4a41-a25d-3f37a0593df6,ERROR,1,1
418,Balances Energéticos,a5cfe0e7-6c03-4c70-a48c-efd8d9dba5e9,ERROR,1,68
419,Indicadores Provinciales Socioeconómicos,220e9915-d6cd-4605-a8cc-fbc72252895a,ERROR,1,1
420,Indicadores Sectoriales de la Industria Metálicas Básicas,18dcdc8b-72ab-43bd-ae90-8ffce9c1683c,ERROR,1,1
421,Base de Series de Tiempo de la Administración Pública Nacional,71c623c0-50b1-413e-ade4-85e0c78d322b,ERROR,2,16
422,Estimados Mensual Industrial (EMI). Variaciones interanuales. Base 2012,b75b4848-383a-4010-844e-eb32b23242db,ERROR,1,1
423,Listado de prestadores de telefonía,c321b40a-c161-4f4b-ba42-eb09f94a2827,ERROR,1,3
424,Escuelas Conectadas con Tecnología Gillat,33960e5c-bb8a-4935-8e9e-9395c428a82e,ERROR,1,3
425,Ventas GLP,31619b02-c0eb-4dfd-aa4a-b2401269c446,ERROR,1,5
426,Transporte de hidrocarburos  - Ductos Troncales - Propanoductos,1f300255-c0c0-45ea-b64e-384f491912db,ERROR,1,2
427,Transporte Hidrocarburos - Ductos Troncales - Poliductos,f0a4c8bf-e20c-401e-baf5-03663cb594e8,ERROR,1,2
428,Transporte Hidrocarburos - Ductos Troncales - Oleoductos,9342c6ae-3dab-475b-88eb-1ea7b4949e0b,ERROR,1,2
429,Transporte Hidrocarburos - Ductos Troncales - JP Ducto,dfc4d0e1-64fa-4f2a-8e60-06a0bdb7f398,ERROR,1,2
430,Transporte Hidrocarburos -  Ductos Troncales - Gasoductos,698b56ad-11e6-4054-965c-a85ec4269668,ERROR,1,2
431,Transporte Eléctrico AT Líneas,7f67eefa-64c7-46b4-bdfa-2f1c3c2f69ec,ERROR,1,1
432,Transporte Eléctrico AT Estructuras,b44f8094-161b-4875-a2bd-6e84d8835d58,ERROR,1,2
433,Transporte Eléctrico AT Estaciones Transformadoras,19b8dde3-9fdb-42da-817a-72a0b02c9926,ERROR,1,2
434,Registro de empresas e instalaciones de GLP,6098a595-c081-458d-b0b8-ee17de3c16a7,ERROR,1,1
435,Registro de empresas e instalaciones con tanques aéreos de hidrocarburos líquidos,8ff6c37d-e044-4cb2-939c-a9934793646b,ERROR,1,1
436,Registro de empresas de transporte de hidrocarburos por ductos,8004e365-c3ff-4170-9773-76c2f79b1660,ERROR,1,1
437,Registro de empresas de hidrocarburos del upstream,6bef229e-8d8a-4729-86c6-171cb065242e,ERROR,1,3
438,Refinación de hidrocarburos - Refinerías,4133932d-37de-433e-b10d-b4eb819c703f,ERROR,1,2
439,Refinación de hidrocarburos -  Petroquímicas,2e6042c7-89b7-42b7-b158-49de6402bc97,ERROR,1,2
440,Redes de distribución eléctrica,f81ae76f-9aeb-4c13-9970-aeae7fde46d2,ERROR,1,40
441,Proyectos hidroeléctricos,a7feb3c2-4fee-46d5-a07c-d0ec9b04e09d,ERROR,1,1
442,Pronósticos de Producción de Petróleo y Gas,69fafccc-a5e6-4ec3-bdfe-3b873ba28d05,ERROR,1,5
