indice,titulo,identificador,estado_metadatos,cant_errores,cant_distribuciones
0,"Estadísticas criminales en la República Argentina para los años 2014, 2015 y 2016",1,ERROR,1,0
1,"Estadísticas criminales en la República Argentina por Provincias para los años 2014, 2015 y 2016",2,ERROR,1,0
